raw,update_date,incident_day,settlement_name,settlement_link
28/3/2020 8:30 - 10:00 מסילת יוסף,2020-04-06,2020-03-28,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
31/3/2020 10:30 - 11:00 סופר יש חסד רח' אבני נזר,2020-04-06,2020-03-31,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
30/3/2020 9:00 - 9:30 שפע ברכה רח' רבי שמעון בר יוחאי  ,2020-04-06,2020-03-30,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
30/3/2020 11:00 - 11:30 יינות ביתן שד' יחזקאל 22,2020-04-06,2020-03-30,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/3/2020 10:00 - 13:30 בית כנסת ישועת דוד,2020-04-06,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
31/3/2020 7:30 - 8:30 נתיב החדס  ,2020-04-06,2020-03-31,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/3/2020 11:00 - 13:30 ישיבת עטרת שלמה,2020-04-06,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
29/03/2020 19:00 - 19:30 סופר שפע ברכת השם רח' רבי עקיבא,2020-04-05,2020-03-29,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
29/03/2020 10:00 - 16:00 רח' רבי עקיבא,2020-04-05,2020-03-29,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
22/03/2020 16:00 - 17:30 מרכז בריאות האישה רח' אבני נזר,2020-04-05,2020-03-22,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
23/03/2020 16:30 - 17:30 שפע שוק קרית ספר    ,2020-04-05,2020-03-23,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
26/03/2020 8:30 - 9:30 שפע שוק קריית ספר    ,2020-04-05,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
29/03/2020 14:30 - 18:00 שפע שוק קרית ספר    ,2020-04-05,2020-03-29,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"24/03/2020 19:00 - 21:00 כל בו ""בלומנטל""  רח' אבני נזר",2020-04-05,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"1.4.20, 16:00-17:15 - סופר ""יש"", רחוב שערי תשובה 20, מודיעין עילית",2020-04-04,2020-04-01,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"מ- 01/04/2020 16:00 עד 01/04/2020 17:15 סופר ""ישי"" שערי תשובה 20 מודיעין עילית",2020-04-03,2020-04-01,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 30/03/2020 17:50 עד 30/03/2020 18:30 טרם רפואה דחופה מודיעין עילית,2020-04-03,2020-03-30,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 30/03/2020 16:22 עד 30/03/2020 16:35 בית מרקחתקופח מאוחדת מרכז קסם אבני נזר מודיעין עילית,2020-04-03,2020-03-30,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 28/03/2020 20:15 עד 28/03/2020 20:35 בית כנסת קהל חסדים נאות הפסגה מודיעין עילית,2020-04-03,2020-03-28,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 28/03/2020 18:30 עד 28/03/2020 19:00 בית כנסת קהל חסידים נאות הפסגה מודיעין עילית,2020-04-03,2020-03-28,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 28/03/2020 8:00 עד 28/03/2020 10:30 בית הכנסת - שיח יצחק מסילת יוסף 1 מודיעין עילית,2020-04-03,2020-03-28,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"מ- 27/03/2020 11:00 עד 27/03/2020 13:30 שחמט חנות לכלים ח""פ באבני נזר וברכול טוב בנתיבות המשפט 5 מודיעין עילית",2020-04-03,2020-03-27,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 26/03/2020 20:00 עד 26/03/2020 21:00 מאפה יהודה רבי עקיבא 3 מודיעין עילית,2020-04-03,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 26/03/2020 17:00 עד 26/03/2020 17:05 ישבה בשער חנות בגדים נודע ביהודה 12 מודיעין עילית,2020-04-03,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"מ- 26/03/2020 11:00 עד 26/03/2020 12:00 סופר ""יש"" שערי תשובה 18 מודיעין עילית",2020-04-03,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"מ- 25/03/2020 19:00 עד 25/03/2020 22:00 בית כנסת ""שירה חדשה"" מודיעין עילית",2020-04-03,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 25/03/2020 18:30 עד 25/03/2020 19:00 רחוב נודע יהודה 9 - בחוץ תפילה במניין מודיעין עילית,2020-04-03,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 25/03/2020 13:30 עד 25/03/2020 14:00 רחוב נודע יהודה 9 - בחוץ תפילה במניין מודיעין עילית,2020-04-03,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"מ- 25/03/2020 13:00 עד 25/03/2020 14:00 בית כנסת ""שירה חדשה"" מודיעין עילית",2020-04-03,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 25/03/2020 12:30 עד 25/03/2020 13:00 בית ספר מעלות בת שבע - במסדרון של קומת הכניסה רבי יהודה הנשיא 26 מודיעין עילית,2020-04-03,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 24/03/2020 18:00 עד 24/03/2020 22:00 כולל רצופות שערי תשובה 18 מודיעין עילית,2020-04-03,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 24/03/2020 14:30 עד 24/03/2020 15:30 סופר מרקט יש אבני נזר 46 מודיעין עילית,2020-04-03,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 24/03/2020 13:00 עד 24/03/2020 13:30 בית שני - תפילת מנחה חזון דוד 1 מודיעין עילית,2020-04-03,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 23/03/2020 13:05 עד 23/03/2020 13:20 בית כנסת חזון דוד מודיעין עילית,2020-04-03,2020-03-23,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 22/03/2020 20:00 עד 22/03/2020 23:00 עזר מציון- חתונה מודיעין עילית,2020-04-03,2020-03-22,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 22/03/2020 13:00 עד 22/03/2020 13:30 בית מרקחת קופת חולים מאוחדת אבני נזר 46 מודיעין עילית,2020-04-03,2020-03-22,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 22/03/2020 12:40 עד 22/03/2020 13:00 בית כנסת תורה ותפילה נתיבות המשפט 109 מודיעין עילית,2020-04-03,2020-03-22,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 21/03/2020 20:00 עד 21/03/2020 21:00 בית הכנסת רבי עקיבא 23 מודיעין עילית,2020-04-03,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"מ- 21/03/2020 19:30 עד 21/03/2020 19:50 בית כנסת קהל חסידים נאות הפסגה ריטב""א מודיעין עילית",2020-04-03,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 21/03/2020 19:00 עד 21/03/2020 19:20 תפילה בבית של חבר - מניין מודיעין עילית,2020-04-03,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 21/03/2020 8:30 עד 21/03/2020 10:30 תפילה בית הכנסת חניכי הישיבות נתיבות המשפט 73 מודיעין עילית,2020-04-03,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"מ- 21/03/2020 8:00 עד 21/03/2020 10:00 תפילה ישיבת הר""ן רבי יהודה הנשיא 35 מודיעין עילית",2020-04-03,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 21/03/2020 7:00 עד 21/03/2020 10:30 בית הכנסת רבי עקיבא 23 מודיעין עילית,2020-04-03,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 20/03/2020 18:15 עד 20/03/2020 19:00 מקווה רבי יהודה הנשיא מודיעין עילית,2020-04-03,2020-03-20,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 20/03/2020 17:00 עד 20/03/2020 18:00 תפילה ושיעור בבית של חבר מודיעין עילית,2020-04-03,2020-03-20,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
מ- 20/03/2020 7:15 עד 20/03/2020 9:00 תפילה בבית הכנסת בית התפילה נתיבות המשפט 73 מודיעין עילית,2020-04-03,2020-03-20,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
29/03/2020 22:00-22:40 כאן זול נתיבות המשפט 50 מודיעין עילית,2020-04-02,2020-03-29,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
29/03/2020 12:00-12:15 כאן זול נתיבות המשפט 50 מודיעין עילית,2020-04-02,2020-03-29,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"26/03/2020 21:50-22:10 קופ""ח מאוחדת נתיבות המשפט 103 מודיעין עילית",2020-04-02,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"26/03/2020 14:30-15:30 חנות ""שפע ברכה"" רבי עקיבא 23 מודיעין עילית",2020-04-02,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/03/2020 19:00-20:30 מקוה חזון דוד 17 מודיעין עילית,2020-04-02,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 09:15-17:00 תלמוד תורה ""דרך אמת"" אורחות צדיקים 4 מודיעין עילית",2020-04-02,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/03/2020 08:00-12:30 תלמוד תורה החינוך שערי תשובה 20 מודיעין עילית,2020-04-02,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
24/03/2020 20:30-21:30 אופטיקה ערבים סניף ברכפלד רבי שמעון בר יוחא 27 מודיעין עילית,2020-04-02,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
24/03/2020 17:00-19:00 בית כנסת שאגת אריה מודיעין עילית,2020-04-02,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
24/03/2020 13:20-13:50 יש חסד אבני נזר 46 מודיעין עילית,2020-04-02,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
24/03/2020 12:15-13:10 מאוחדת- בית מרקחת אבני נזר 56 מודיעין עילית,2020-04-02,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
24/03/2020 10:30-10:40 בר כל מסילת יוסף 21 מודיעין עילית,2020-04-02,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
24/03/2020 09:45-17:30 תלמוד תורה אורחות צדיקים 4 מודיעין עילית,2020-04-02,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
24/03/2020 09:00-20:00 כולל רציפות שערי תשובה מודיעין עילית,2020-04-02,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"23/03/2020 09:15-17:00 תלמוד תורה ""דרך אמת"" אורחות צדיקים 4 מודיעין עילית",2020-04-02,2020-03-23,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
22/03/2020 19:00-20:00 בית מרקחת מרכז קסם של מכבי אבני נזר 48 מודיעין עילית,2020-04-02,2020-03-22,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
22/03/2020 17:00-19:00 בית כנסת שאגת אריה מודיעין עילית,2020-04-02,2020-03-22,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
21/03/2020 19:00-19:30 בית כנסתקבילת חסידים גרין פארק מודיעין עילית,2020-04-02,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
21/03/2020 16:30-17:30 בית כנסת בני הישיבות גרין פארק מודיעין עילית,2020-04-02,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
21/03/2020 08:30-11:00 תלמוד תורה נתיבות תורה נתיבות המשפט 75 מודיעין עילית,2020-04-02,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"20/03/2020 09:30-09:50 ""אהבת חסד"" שערי תשובה 14 מודיעין עילית",2020-04-02,2020-03-20,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
19/03/2020 22:30-23:10 יש חסד אבני נזר 46 מודיעין עילית,2020-04-02,2020-03-19,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
19/03/2020 21:50-22:10 בר כל מסילת יוסף 21 מודיעין עילית,2020-04-02,2020-03-19,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"19/03/2020 12:50-13:10 ""רמזור"" אבני נזר 46 מודיעין עילית",2020-04-02,2020-03-19,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 11:30- 18:00 מרפאת שיניים- ביודנט שדי חמד 38, מודיעין עילית",2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"24/03/2020 15:00- 23:00 חתונה בקרית ספר מודיעין עלית סמינר ""רב מאיר"" אבי עזרי מודיעין עילית",2020-04-01,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"30/03/2020 17:50- 18:30 טרם רפואה דחופה, מודיעין עילית",2020-04-01,2020-03-30,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"19/03/2020 21:00- 21:15 בית הכנסת  היכל יצחק  חפץ חיים, מודיעין עילית",2020-04-01,2020-03-19,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/03/2020 09:15- 10:40 בית כנסת קהל חסידים שכונת נאות הפסגה   מודיעין עילית,2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/03/2020 13:15- 14:30 בית כנסת המרכז נאות הפסגה  מודיעין עילית,2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 21:45- 22:50 סופר מרקט ""יש"" שערי תשובה מודיעין עילית",2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
26/03/2020 09:15- 10:45 בית כנסת קהל חסידים נאות הפסגה   מודיעין עילית,2020-04-01,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
24/03/2020 09:10- 10:00 בית כנסת קהל חסידים בנאות הפסגה    מודיעין עילית,2020-04-01,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"24/03/2020 15:00- 15:05 מכולת ברכת הרשב""י    רש""י   מודיעין עילית",2020-04-01,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/03/2020 09:15- 10:30  בית כנסת קהל חסידים בנאות הפסגה   מודיעין עילית,2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
28/03/2020 10:15- 12:00 בית כנסת קהל חסידים   מודיעין עילית,2020-04-01,2020-03-28,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 17:00- 19:40  בית הכנסת המרכזי    ריטב""א    2  מודיעין עילית",2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 13:00- 14:00  בית כנסת ""שירה חדשה""    מודיעין עילית",2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"24/03/2020 22:30- 23:00 סופר ""יש חסד""    שערי תשובה  מודיעין עילית",2020-04-01,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/03/2020 21:15- 22:50  סופר מרקט יש  מודיעין עילית,2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 19:00- 22:00 בית כנסת ""שירה חדשה"" מודיעין עילית",2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
26/03/2020 10:15- 11:45 בית כנסת קהל חסידים נאות הפסגה  מודיעין עילית,2020-04-01,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
27/03/2020 09:15- 10:30 בית כנסת קהל חסידים נאות הפסגה  מודיעין עילית,2020-04-01,2020-03-27,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
27/03/2020 19:40- 20:00 בית כנסת קהל חסידים נאות הפסגה  מודיעין עילית,2020-04-01,2020-03-27,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
28/03/2020 10:10- 12:00 בית כנסת קהל חסידים נאות הפסגה  מודיעין עילית,2020-04-01,2020-03-28,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"20/03/2020 08:00- 09:30 בית כנסת המרכזי נאות הפסגה  ריטב""א מודיעין עילית",2020-04-01,2020-03-20,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
28/03/2020 18:30- 19:00 בית כנסת קהל חסידים נאות הפסגה   מודיעין עילית,2020-04-01,2020-03-28,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
21/03/2020 02:15- 09:15 בית כנסת קהילת נתיבות שלום   נתיבות שלום    9  מודיעין עילית,2020-04-01,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
28/03/2020 20:15- 20:35  בית כנסת קהל חסדים נאות הפסגה מודיעין עילית,2020-04-01,2020-03-28,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"21/03/2020 17:15- 17:45 בית כנסת קהל חסידים נאות הפסגה ריטב""א  מודיעין עילית",2020-04-01,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"21/03/2020 19:30- 19:50 בית כנסת קהל חסידים נאות הפסגה  ריטב""א  מודיעין עילית",2020-04-01,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
22/03/2020 06:30- 07:30 בית כנסת מרכזי נאות הפסגה מודיעין עילית,2020-04-01,2020-03-22,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
22/03/2020 23:40- 00:00  בית כנסת מרכזי נאות הפסגה  מודיעין עילית,2020-04-01,2020-03-22,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
23/03/2020 06:30- 07:30 בית כנסת מרכזי נאות הפסגה  מודיעין עילית,2020-04-01,2020-03-23,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
23/03/2020 23:00- 00:00 בית כנסת מרכזי נאות הפסגה    מודיעין עילית,2020-04-01,2020-03-23,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
24/03/2020 06:30- 07:30 בית כנסת מרכזי נאות הפסגה   מודיעין עילית,2020-04-01,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
20/03/2020 18:20- 18:45  בית כנסת מודיעין עילית (מרכז חפציבה)     מודיעין עילית,2020-04-01,2020-03-20,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
18/03/2020 05:00- 06:00  בית הכנסת    רבי עקיבא    23  מודיעין עילית,2020-04-01,2020-03-18,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
18/03/2020 13:00- 15:20 בית הכנסת    רבי עקיבא    23 מודיעין עילית,2020-04-01,2020-03-18,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
20/03/2020 17:30- 18:00 בית הכנסת    רבי עקיבא    23   מודיעין עילית,2020-04-01,2020-03-20,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
21/03/2020 07:00- 10:30 בית הכנסת    רבי עקיבא    23   מודיעין עילית,2020-04-01,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
21/03/2020 20:00- 21:00 בית הכנסת    רבי עקיבא    23   מודיעין עילית,2020-04-01,2020-03-21,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
22/03/2020 08:30- 09:30 בית כנסת אשכנז     מודיעין עילית,2020-04-01,2020-03-22,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
23/03/2020 07:30- 09:00 בית כנסת אשכנז      מודיעין עילית,2020-04-01,2020-03-23,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/03/2020 11:00- 12:30 זול בשפע שוק מהדרין מ. מסחרי ברכפלד     מודיעין עילית,2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
26/03/2020 17:00- 17:05 ישבה בשער חנות בגדים    נודע ביהודה    12 מודיעין עילית,2020-04-01,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/03/2020 13:00- 14:00 בית כנסת קמח מודיעין עילית,2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"27/03/2020 11:00- 13:30 שחמט חנות לכלים ח""פ באבני נזר וברכול טוב בנתיבות המשפט 5, מודיעין עילית",2020-04-01,2020-03-27,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
26/03/2020 09:00- 10:00 צרכניית בר כל   חפץ חיים 10  מודיעין עילית,2020-04-01,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"28/03/2020 10:00- 10:30 בית כנסת ""יהושע דוד""  רבי שמעון בר יוחאי     מודיעין עילית",2020-04-01,2020-03-28,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"24/03/2020 21:00- 22:00 חנות ""יש""    שערי תשובה  3  מודיעין עילית",2020-04-01,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
25/03/2020 12:00- 12:30 תפילה במניין    חזון דוד 21 מודיעין עילית,2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 13:30- 14:00 חנות כלי בית ""מגוון"" נתיבות המשפט 60   מודיעין עילית",2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 16:45- 17:30 חנות ""כלבו בולומנט"" מרכז קסם  אבני נזר 46 מודיעין עילית",2020-04-01,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"29/03/2020 10:30 29/03/2020 11:00 סופר ברכל אבני נזר 18, מודיעין עילית",2020-03-31,2020-03-29,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"27/03/2020 08:00 27/03/2020 09:00 בית ספר מעלות בת שבע בקומה א במרפסת הדרומית רבי יהודה הנשיא 26א, מודיעין עילית",2020-03-31,2020-03-27,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"26/03/2020 20:00 26/03/2020 21:00 מאפה יהודה רבי עקיבא 3, מודיעין עילית",2020-03-31,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"26/03/2020 13:00 26/03/2020 13:30 מרפאת ד""ר יוסלזון אבני נזר 4, מודיעין עילית",2020-03-31,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"26/03/2020 11:00 26/03/2020 12:00 חנות ""נתיב חסד"" + חנות שפע ברכה רבי שמעון בר יוחאי 35-29, מודיעין עילית",2020-03-31,2020-03-26,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 18:30 25/03/2020 19:00 ליד רחוב נודע יהודה 9 - בחוץ תפילה במניין, מודיעין עילית",2020-03-31,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 13:30 25/03/2020 14:00 ליד רחוב נודע יהודה 9 - בחוץ תפילה במניין, מודיעין עילית",2020-03-31,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 12:30 25/03/2020 13:00 בית ספר מעלות בת שבע - במסדרון של קומת הכניסה רבי יהודה הנשיא 26, מודיעין עילית",2020-03-31,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"25/03/2020 08:00 25/03/2020 12:30 תלמוד תורה החינוך שערי תשובה 20, מודיעין עילית",2020-03-31,2020-03-25,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"24/03/2020 18:00 24/03/2020 22:00 כולל רצופות שערי תשובה 18, מודיעין עילית",2020-03-31,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"24/03/2020 16:00 24/03/2020 18:00 בית הכנסת ""פרושים"" אולם הארועים רבי יהודה הנשיא, מודיעין עילית",2020-03-31,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
"24/03/2020 13:30 24/03/2020 14:00 ליד רחוב נודע יהודה- תפילה במניין, מודיעין עילית",2020-03-31,2020-03-24,מודיעין עילית (קרית ספר),https://www.gov.il/he/departments/news/modiin-illit-corona
